#model.rxns	grpCont_deltaG	grpCont_uncertainty	grpCont_lnRevIdx	MetaCyc_deltaG	MetaCyc_rxnDirection	MetaCyc_lnRevIdx	SEED_deltaG	SEED_uncertainty	SEED_lnRevIdx	SEED_rxnDirection	memote_revIdx	model_rxnDirection	Action	New_model.lb	Notes
r_4450	[]	[]	[]	[]	[]	[]	0	0.47	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4452	[]	[]	[]	[]	[]	[]	0	2.28	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4453	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4455	[]	[]	[]	[]	[]	[]	0	0.83	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4456	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4457	[]	[]	[]	[]	[]	[]	0	0.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4458	[]	[]	[]	[]	[]	[]	0	1.16	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4459	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4460	[]	[]	[]	[]	[]	[]	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4462	[]	[]	[]	[]	[]	[]	0	0.71	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4464	[]	[]	[]	[]	[]	[]	0	5.36	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4465	[]	[]	[]	[]	[]	[]	0	4.29	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4467	[]	[]	[]	[]	[]	[]	0	2.14	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4469	[]	[]	[]	[]	[]	[]	0	1.44	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4470	[]	[]	[]	0	0	>	0	0.51	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4473	[]	[]	[]	[]	[]	[]	0	1.02	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4474	[]	[]	[]	[]	[]	[]	0	1.02	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4477	[]	[]	[]	[]	[]	[]	0	2.31	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4480	[]	[]	[]	[]	[]	[]	0	0.98	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4482	[]	[]	[]	0	0	=	0	0.41	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4483	[]	[]	[]	0	0	=	0	0.34	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4484	[]	[]	[]	-14.6982	-12.4038	=	-12.87	1.28	-10.861	=	-11.3495	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4485	-109.72	0.8366	-92.5927	-109.72	-92.5927	>	-131.16	1.7	-110.6859	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4486	-81.8697	1.411	-69.0898	-83.1182	-70.1434	>	-62.5	1.36	-52.7437	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4487	0	2	0	0	0	>	0	0	0	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4488	12.813	0.5606	1.7426	-17.9071	-18.9972	>	16.92	0.92	4.5153	>	-24.8462	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4489	3.81	1.6395	-4.3355	1.0818	-6.1774	=	7.34	0.62	-1.9524	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4490	3.81	1.6395	9.48	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4492	3.81	1.6395	-4.3355	1.0818	-6.1774	>	2.81	0.89	-5.0107	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4493	[]	[]	[]	0	0	>	0	0.35	0	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4495	[]	[]	[]	51.336	43.3224	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4567	[]	[]	[]	7.4252	6.2661	>	[]	[]	[]	[]	-8.9865	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4568	[]	[]	[]	[]	[]	[]	-42.01	1.24	-40.3619	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4569	-3.683	0.8401	4.4213	[]	[]	[]	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4570	[]	[]	[]	[]	[]	[]	5.03	0.45	-3.5119	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4571	[]	[]	[]	[]	[]	[]	382.79	2.1	215.3575	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4572	-1	0.352	-0.8439	0.3241	0.2735	=	-0.89	0.73	-0.7511	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4573	-8.946	1.6118	-5.033	-11.0041	-6.1909	>	-5.96	1.28	-3.3531	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4574	-8.946	1.6118	-5.033	-12.2523	-6.8932	=	-5.96	1.28	-3.3531	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4575	-4.25	0.7395	-3.5866	-3.6259	-3.0599	>	-1.78	1.28	-1.5021	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_4576	6.22	1.0951	-2.7085	[]	[]	[]	[]	[]	[]	[]	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_4577	-6.747	0.6842	-0.684	[]	[]	[]	-8.44	0.34	-2.5889	<	14.332	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
